ID,HOBBS_N,KNOWN AS,PLACE,REGION,COUNTRY,LAT,LONG,Loc_Q,D_TPQ,START_D,START_Q,END_D,END_Q,DATE_EP,DATE_LP,YEAR_DISC_START,YEAR_DISC_END,YEAR_DISC_Q,YEAR_DISC_LITERAL,EGW_MIN,EGW_MAX,EGW_Q,AV_Literal,AV_DENOM1,AV_COUNT1,AV_COUNT_Q1,AV_DENOM2,AV_COUNT2,AV_COUNT_Q2,AV_DENOM3,AV_COUNT3,AV_COUNT_Q3,AV_COUNT_TOT,AV_COUNT_TOTAL_Q,AV_C_WT_MIN,AV_C_WT_MAX,AV_C_WT_Q,AR_LITERAL,AR_DENOM1,AR_COINS1,AR_COINS_Q1,AR_DENOM2,AR_COINS2,AR_COINS_Q2,AR_DENOM3,AR_COINS3,AR_COINS_Q3,AR_COUNT_TOT,AR_COUNT_TOTAL_Q,AR_C_WT_MIN,AR_C_WT_MAX,AR_C_WT_Q,AE_COINS,NON_C_MIN,NON_C_MAX,NON_C_Q,METAL_MIN,METAL_MAX,NON_COIN,COMMENT,DISC_CIRC,DISPOSITION,REFERENCE
1201,1104,Dambach I,Dambach,Mittelfranken,Germany,49.462442,10.968015,,275,69,,296,,69/96,275/96,1837,1837,,,0.7,1.2,ca.,,,,,,,,,,,,,,, ,"D, a: 6, 1",a,1,,D,6,,,,,7,,10.1,18, ,,,,,10.1,18,,between the Wornitz and the Altmühl rivers,,,FMRD I/5: 5006; Guest 1994
741,591,Villerest,Villerest,,France,45.996051,4.036668,,238,117,,260,,117/38,238/60,1912,1912,,,11.1,22.7,ca.,,,,,,,,,,,,,,, ,"D, a: 6, 125",a,125,,D,6,,,,,131,,166.1,340.8, ,,,,,166.1,340.8,,contained in a ceramic vase. From Hadrian to Saloninus,found by a labourer working in a field,,Rémy 1982; Guest 1994
968,1584,Szönyi Tanyák V,Szönyi Tanyák (Brigetio),Komaron,Hungary,47.735276,18.169111,,395,69,,410,,69/96,395/410,,,,,3.6,25.3, ,,,,,,,,,,,,,,, ,"D, a: 6, 141",a,141,,D,6,,,,,147,,54.5,380.3, ,"16, 2868",,,,54.5,380.3,,"3522 coins in total. 16 AE, 2868 nummi",,,Biro-Sey 1977: 150; Guest 1994
900,324,Esbarres,Esbarres,Côte d'Or,France,47.095533,5.216109,,238,98,,260,,98/117,238/60,1979,1979,,,10,43.5,ca.,,,,,,,,,,,,,,, ,"D, a: 6, 214",a,214,,D,6,,,,,220,,65.3,569.1, ,6,70.93,574.73,,136.23,1143.83,1. AV ring: with engraved bezel showing a draped female figure r. (Fortuna?). Diameter: 20mm weight: 4.56g 2. AV ring: set with opaque black glass. Oblong form. Diameter: 18-21 mm weight: 1.07g 3. AE agraffe: weight: 2.11g 4. AE coins. 5. AR coins: weight est.: AV: 5.63g AR: 65.3-569.1g.,"denarii run from Antoninus Pius to Alexander Severus, antoniniani Elagabalus to Salonina. Sestertii from Trajan to Commodus.",,,"Huvelin et al. 1993, 9-16"
413,1281,Svištov,Svištov,Tarnovo,Bulgaria,43.620116,25.346044,,296,54,,318,,54/68,296/318,1977,1977,,,2.9,20.6, ,,,,,,,,,,,,,,, ,"D, a: 6, 235",a,235,,D,6,,,,,241,,44,310.1, ,,,,,44,310.1,,"Nero to S. Severus (denarii), Gallienus to Maximianus (antoniniani), to Constantine I (313-17) (AE)",,,"Gazdac 2002, 559-60"
299,232,Asparukhovo,Asparukhovo,,Bulgaria,42.979436,27.321293,,238,138,,260,,138/61,238/60,,,,,93.8,183.3,ca.,,,,,,,,,,,,,,, ,"D, a: 609, 414",a,414,,D,609,,,,,1023,,1407.9,2749.8, ,,,,,1407.9,2749.8,,,,,Arheologia XIX (1977): 69-71; Guest 1994
404,425,Mihajlovo I,Mihajlovo,Vratsa,Bulgaria,43.576334,23.601472,,238,193,,260,,193/211,238/60,1976,1976,,,5.1,10.5, ,,,,,,,,,,,,,,, ,"D, a: 61",a,,,D,,,,,,61,,76.8,157.5, ,,,,,76.8,157.5,,Septimius Severus to Trebonius Gallus,,,"Gazdac 2002, 553"
409,405,Lipnik,Lipnik,Razgrad,Bulgaria,43.590498,26.532009,,238,-31,,260,,31/30BC,238/60,1993,1993,,,51.7,136.7, ,,,,,,,,,,,,,,, ,"D, a: 619",a,,,D,,,,,,619,,775.8,2053, ,,,,,775.8,2053,,M. Antony to Trajan Decius,,,"Gazdac 2002, 551"
239,472,Pautalia,Pautalia,Kyustendil,Bulgaria,42.280881,22.688128,,238,138,,260,,138/61,238/60,,,,,5.3,11.2,ca.,,,,,,,,,,,,,,, ,"D, a: 62",a,,,D,,,,,,62,,79,169, ,,,,,79,169,,70km sw of Sofia,,,"ANRW II, 6, 110-81; Guest 1994"
1602,740,Cunetio,Cunetio (Mildenhall),Wiltshire,Great Britain,51.426655,-1.697431,,260,81,,275,,81/96,260/75,1978,1978,,,1481,1481, ,,,,,,,,,,,,,,, ,"D, a: 620, 52,158",a,52158,,D,620,,,,,52778,,0,0, ,1,,,,0,0,,"from Domitian to Aurelian. 'It is possible that the final additions were made to the second hoard later than 274, but the lack of Lyon issues of Tacitus of Probus, or of any imitations of these emperors, and the absence of radiate 'minims' suggest that a date after about 275 is unlikely.' (Besly & Bland 1983, 18). See table 73 for the calculation of the EGW.",,The British Museum,"Besly & Bland 1983; Robertson 2000, number 707"
1218,1228,Tetelbierg I,"Tetelbierg, Differdange",,Luxembourg,49.540278,5.859722,,275,41,taq,296,,to AD41; 260/75,275/96,1952,1952,,,7.8,13.6,ca.,,,,,,,,,,,,,,, ,"D, a: 627 (134)",a,,,D,,,,,,627,,116.4,203.9, ,,,,,116.4,203.9,,134 copies. Only 1 coin of period 1b,,,FMRL I: 340; Guest 1994
713,857,Limoges II,Limoges,,France,45.833439,1.260959,,260,138,,275,,138/61,260/75,1926,1926,,,115.1,1170.9,ca.,,,,,,,,,,,,,,, ,"D, a: 6393",a,,,D,,,,,,6393,,1728.6,17581, ,,,,,1728.6,17581,,,,,TAF I: 9; Guest 1994
258,545,Svoboda,Svoboda,,Bulgaria,42.483333,26.5,,238,193,,260,,193/222,238/60,,,,,53.3,110.7,ca.,,,,,,,,,,,,,,, ,"D, a: 640",a,,,D,,,,,,640,,800.6,1662.9, ,,,,,800.6,1662.9,,,,,Bia. Bulg. 26 (1963): 257-66; Guest 1994
208,199,Rome VII,Rome (via Braccianese),,Italy,41.977625,12.43145,,222,54,,238,,54/68,222/38,,,,,604.9,1343.5,ca.,,,,,,,,,,,,,,, ,"D, a: 6406, 47",a,47,,D,6406,,,,,6453,,9082,20172.8, ,,,,,9082,20172.8,,,,,Annali 3 (1956): 215-9; Guest 1994
868,598,Visuia,Visuia,Bistrita-Nǎsǎud,Romania,46.836868,24.292794,,238,69,,260,,69/96,238/60,1958,1958,,,72.8,152.9, ,,,,,,,,,,,,,,, ,"D, a: 641, 156",a,156,,D,641,,,,,797,,1093.9,2295.2, ,,,,,1093.9,2295.2,,Vitellius to Philip I,,,"Gazdac 2002, 484"
1195,500,Rouen IV,Rouen,Seine-Maritime,France,49.442995,1.100055,,238,138,,260,,138/61,238/60,1934,1934,,,54.4,119.3,ca.,,,,,,,,,,,,,,, ,"D, a: 652?",a,,,D,,,,,,652,?,816.5,1791.5,ca.,?,,,,816.5,1791.5,,,found with pot,,TAF IV: 67; Guest 1994
1804,696,Caister by Yarmouth II,Caister by Yarmouth,Norfolk,Great Britain,52.651,1.733,,260,-31,,275,,31/30BC,260/75,1946,1946,,,64.8,178.5,ca.,,,,,,,,,,,,,,, ,"D, a: 664, 184",a,184,,D,664,,,,,848,,973.8,2680.8, ,,,,,973.8,2680.8,,from M. Antony to Postumus,found in a pot,The British Museum,"Jenkins 1947; Robertson 2000, number 488"
192,404,Levka II,Levka,Khaskovo,Bulgaria,41.87179,26.267422,,238,69,,260,,69/96,238/60,,,,,5.7,13,ca.,,,,,,,,,,,,,,, ,"D, a: 67",a,,,D,,,,,,67,,85.4,195.9, ,,,,,85.4,195.9,,,,,Guest 1994
1204,395,Ladenburg II,Ladenburg,,Germany,49.47397,8.607746,,238,69,,260,,69/96,238/60,1877,1882,,1877/1882,6.3,13,ca.,,,,,,,,,,,,,,, ,"D, a: 68 (51, 12)",a,,,D,,,,,,68,,94.2,195.1, ,,,,,94.2,195.1,,,,,FMRD II/I: 1145; Guest 1994
316,781,Falerone,Falerone,,Italy,43.105638,13.470231,,260,69,,275,,69/96,260/75,,,,,125.5,1369,ca.,,,,,,,,,,,,,,, ,"D, a: 6967",a,,,D,,,,,,6967,,1883.8,20555.9, ,444?,,,,1883.8,20555.9,,,,,Notizie degli scavi 19 (1922): 59; Guest 1994
1669,125,Verulamium VI,"Verulamium (Insula XIV, Building 3)",Hertsfordshire,Great Britain,51.752706,-0.339392,,193,138,,222,,138/61,193/222,1957,1957,,,0.9,1.3,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 1",a,1,,D,7,,,,,8,,13.8,19.1, ,,,,,13.8,19.1,,from A. Pius to Elagabalus,found in a pocket of dark soil cut into the surface of a collapsed layer,,"Frere 1983; Robertson 2000, number 400"
602,708,La Chapelle-Aubareil,La Chapelle-Aubareil,,France,45.012925,1.184528,,260,193,,275,,193/222,260/75,1939,1939,,,4.4,36.4,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 206",a,206,,D,7,,,,,213,,65.9,546.1, ,,,,,65.9,546.1,,,found with pot in a cave,,TAF VI: 4; Guest 1994
1821,1144,Hordley,Hordley,Schropshire,Great Britain,52.87039,-2.924629,,275,138,,296,,138/61,275/96,1950,1950,,,5,62.6,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 355",a,355,,D,7,,,,,362,,75,940.7, ,,,,,75,940.7,,A. Pius to Probus,found in an earthenware pot,"Rowley’s House Museum, Shrewsbury","Carson 1949b; Robertson 2000, number 758"
1261,630,Alzey,Alzey,,Germany,49.746201,8.117114,,260,193,,275,,193/222,260/75,,,,,7.4,61.9,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 374",a,374,,D,7,,,,,381,,111.2,929.9, ,1,,,,111.2,929.9,,,,,"FMRD IV.1 (Rheinhessen); Besly & Bland 1983, 195; Guest 1994"
1185,397,Landstuhl,Landstuhl,,Germany,49.414232,7.570992,,238,193,,260,,193/222,238/60,1832,1832,,,1,1.4,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 4",a,4,,D,7,,,,,11,,15.2,21.9, ,,,,,15.2,21.9,,,,,FMRD IV/2: 2097; Guest 1994
1359,791,Gare,"Gare, Lamaran",Cornwall,Great Britain,50.251515,-4.970521,,260,79,,275,,79/81,260/75,1967,1967,,,1.5,8.1,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 40",a,40,,D,7,,,,,47,,22.1,122.3, ,1037,,,,22.1,122.3,,from Titus to Claudius II,found scattered in a field,Truro Museum,"Carson 1971a; Robertson 2000, number 530"
1100,954,Rocquencourt,Rocquencourt,L'Oise,France,48.837144,2.110762,,260,193,,275,,193/222,260/75,1986,1986,,,75.8,850.1,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 4906",a,4906,,D,7,,,,,4913,,1138.6,12765.2, ,,,,,1138.6,12765.2,,Caracalla to Postumus/Gallienus,found in an AE vase,,"Hollard & Gendre 1986; TAF VIII/2, 79"
690,330,Focsani,Focsani,,Romania,45.7005,27.18881,,238,138,,260,,138/61,238/60,,,,,5.6,11.4,ca.,,,,,,,,,,,,,,, ,"D, a: 7, 59",a,59,,D,7,,,,,66,,84.9,171.3, ,,,,,84.9,171.3,,,,,Dacia 24 (1980): 375; Guest 1994
914,224,Adriach,Adriach,,Austria,47.253662,15.308967,,238,193,,260,,193/222,238/60,,,,,24.8,46.2,ca.,,,,,,,,,,,,,,, ,"D, a: 73, 216",a,216,,D,73,,,,,289,,372.6,693.8, ,,,,,372.6,693.8,,,,,"Dembski 1977, number  E1; Guest 1994"
341,555,Targoviste,Targoviste,Targoviste,Bulgaria,43.247191,26.572717,,238,69,,260,,69/79,238/60,1956,1956,,,24.5,59.2, ,,,,,,,,,,,,,,, ,"D, a: 75, 209",a,209,,D,75,,,,,284,,367.8,888.5, ,,,,,367.8,888.5,,"Supposedly consisted of 4 kg. of coins originally. Vespasian to Gordian III (denarii), Vespasian to Gallienus (antoniniani).",,,"Gazdac 2002, 557"
323,597,Vishov Grad II,Vishov Grad,Turnovo,Bulgaria,43.157043,25.299977,,238,138,,260,,138/61,238/60,,,,,63.4,139.3,ca.,,,,,,,,,,,,,,, ,"D, a: 761",a,,,D,,,,,,761,,952.7,2091.2, ,,,,,952.7,2091.2,,,,,"Guest 1994; Gazdac 2002, 545"
1805,888,Mattishall,Mattishall,Norfolk,Great Britain,52.658451,1.035252,,260,138,,275,,138/61,260/75,1968,1968,,,76.1,195.2,ca.,,,,,,,,,,,,,,, ,"D, a: 763, 321",a,321,,D,763,,,,,1084,,1143.4,2930.8, ,,,,,1143.4,2930.8,,from A. Pius to Postumus,found in a pot,The British Museum; Norwich Castle Museum,"Carson 1969b; Robertson 2000, number 489"
1161,435,Morienval II,Morienval II,L'Oise,France,49.298147,2.92053,,238,69,,260,,69/79,238/60,1867,1867,,,1.5,13.1, ,,,,,,,,,,,,,,, ,"D, a: 77",a,,,D,,,,,,77,,22.3,197.1, ,64,,,+,22.3,197.1,1. AV ring: octagonal. No weight given 2. AR ring: set with a cornelian engraved with Victory and Jupiter. No weight given,"Sestertii from Vespasian to Macrinus, AR from S. Severus to Gallienus",,,"TAF VIII/2, 76"
247,512,Sbor,Sbor,,Bulgaria,42.34012,24.297215,,238,138,,260,,138/61,238/60,,,,,42.9,88.1,ca.,,,,,,,,,,,,,,, ,"D, a: 78, 427",a,427,,D,78,,,,,505,,644.3,1323.4, ,,,,,644.3,1323.4,,,,,Guest 1994
184,392,Kurdzali,Kurdzali,Kurdzali,Bulgaria,41.642729,25.368592,,238,117,,260,,117/38,238/60,,,,,8,16.1,ca.,,,,,,,,,,,,,,, ,"D, a: 78, 8",a,8,,D,78,,,,,86,,120.6,241.7, ,,,,,120.6,241.7,,,,,Arheologia 25: 114-6; Guest 1994
250,609,Zhitnitsa,Zhitnitsa (Zitnica),,Bulgaria,42.385299,24.696834,,238,193,,260,,193/222,238/60,,,,,6.6,13.6,ca.,,,,,,,,,,,,,,, ,"D, a: 79",a,,,D,,,,,,79,,99.3,204.3, ,,,,,99.3,204.3,,,,,Bia. Bulg. 13 (1939): 341-45; Guest 1994
135,1063,Zeddiani,"Zeddiani, Cagliara",Sardinia,Italy,39.988108,8.595992,,260,138,,275,,138/61,260/75,,,,,0.3,1.3,ca.,,,,,,,,,,,,,,, ,"D, a: 8",a,,,D,,,,,,8,,4.6,19.5, ,"5, 2",,,,4.6,19.5,,,,,"Perantoni Satta 1954, 109, number 63; Guest 1994"
461,524,Slaveni I,Slaveni,Olt,Romania,44.067883,24.542518,,238,193,,260,,193/222,238/60,1962,1962,,,9.2,18.4,ca.,,,,,,,,,,,,,,, ,"D, a: 8, 101",a,101,,D,8,,,,,109,,137.9,275.9, ,,,,,137.9,275.9,,,found during excavations in fort,,"Historica I (1970): 67; Guest 1994; Gazdac 2002, 486"
1200,640,Anneville/Ambourville,Anneville/Ambourville,,France,49.462085,0.885223,,260,193,,275,,193/222,260/75,1975,1975,,,4.8,39.4,ca.,,,,,,,,,,,,,,, ,"D, a: 8, 223",a,223,,D,8,,,,,231,,71.8,592.1, ,,,,,71.8,592.1,,,found in pot,,TAF IV: 3; Guest 1994
1854,894,Menai Bridge,Menai Bridge,Anglesey,Great Britain,53.222607,-4.165577,,260,193,,275,,193/222,260/75,1978,1978,,,1.2,5.6,ca.,,,,,,,,,,,,,,, ,"D, a: 8, 29",a,29,,D,8,,,,,37,,17.9,84.6, ,,,,,17.9,84.6,,from Elagabalus to Postumus,,"Museum of Welsh Antiquities, Bangor","Boon 1982; Robertson 2000, number 495"
319,471,Panayot Khitovo,Panayot Khitovo,Targoviste,Bulgaria,43.136885,26.336529,,238,193,,260,,193/222,238/60,,,,,1.4,2.3,ca.,,,,,,,,,,,,,,, ,"D, a: 8, 8",a,8,,D,8,,,,,16,,21.6,34.1, ,,,,,21.6,34.1,,,,,Bia. Bulg. 26 (1963): 257-66; Guest 1994
1423,971,Santes,Santes,,France,50.593122,2.957014,,260,69,,275,,69/96,260/75,1810,1810,,,1.6,15.5,ca.,,,,,,,,,,,,,,, ,"D, a: 80 (74)",a,,,D,,,,,,80,,24.3,233.3, ,,,,,24.3,233.3,,,found with pot,,TAF II: 65; Guest 1994
373,531,Sotuchino,Sotuchino,Mihailovgrad,Bulgaria,43.39772,23.058108,,238,96,,260,,96/117,238/60,1916,1916,,,67.5,157.4, ,,,,,,,,,,,,,,, ,"D, a: 810",a,,,D,,,,,,810,,1014.2,2363.7, ,,,,,1014.2,2363.7,,,,,Bsa. Bulg. 6 (1918): 161-4; Guest 1994
337,496,Réka-Devnya,Réka-Devnya,Varna,Bulgaria,43.225078,27.584583,,238,-31,,260,,31/30 BC,238/60,1929,1929,,,12219.5,14206.6,+,,,,,,,,,,,,,,, ,"D, a: 81044",a,,,D,,,,,,"81,044",,183311.4,213120.2,+,,,,,183311.4,213120.2,,"Coins run from Marc Antony to Trajan Decius. They break down as follows: M. Ant.: 9; Nero: 102; Galba: 50; Otho: 47; Vitellius: 134; Vespasian 1,731; Titus: 443; Domitian: 632; Nerva: 323; Trajan: 5,228; Hadrian: 6687; A. Pius 12,117; M. Aurelius: 13,614; Commodus: 3,742; Pertinax: 54; Didius Julius: 15; Separt Severus: 13,020; Caracalla: 6,237; Macrinus: 414; Elagabalus: 5,907; Severus Alexander: 8,441; MaximumII Thrax.: 1,738; Gordian I: 1; Gordian II: 1; Balbinus: 15; Pupienus: 8; Gordian III: 280; Philip I: 5; Trajan Decius: 4; Unid.: 50.",,,"Besly & Bland 1983, 197; Gazdac 2002, 544-5"
202,498,Rome VI,Rome,,Italy,41.901194,12.46089,,238,69,,260,,69/96,238/60,1915,1915,,,68.6,161.5,ca.,,,,,,,,,,,,,,, ,"D, a: 823",a,,,D,,,,,,823,,1030.4,2424.9, ,,,,,1030.4,2424.9,,,,,AIIN V (1925): 57-62; Guest 1994
376,933,Pleven I,Pleven,,Bulgaria,43.408264,24.620252,,260,193,,275,,193/222,260/75,,,,,1.7,14.4,ca.,,,,,,,,,,,,,,, ,"D, a: 84",a,,,D,,,,,,84,,25,216.1, ,,,,,25,216.1,,,,,Bia. Bulg. 21 (1937): 315-24; Guest 1994
606,792,Gavello,Gavello,,Italy,45.021824,11.914261,,260,193,,275,,193/222,260/75,,,,,15.5,148.1,ca.,,,,,,,,,,,,,,, ,"D, a: 856",a,,,D,,,,,,856,,232.7,2222.5, ,,,,,232.7,2222.5,,,,,La Bassa Modenesa 5 (1984): 5-10; Guest 1994
1442,80,Obererbach,Obererbach,Montabaur,Germany,50.725208,7.658661,,193,,,222,,Repub.,193/222,1944,1944,,,104.6,204.8,ca.,,,,,,,,,,,,,,, ,"D, a: 857",a,,,D,,,,,,857,,1570.1,3074.9, ,,,,,1570.1,3074.9,,,,,FMRD V/V: 5028; Guest 1994
400,269,Burdarski Geran,Burdarski Geran,Vratsa,Bulgaria,43.547811,23.952461,,238,193,,260,,193/211,238/60,1983,1983,,,7.2,14.8, ,,,,,,,,,,,,,,, ,"D, a: 86",a,,,D,,,,,,86,,108.1,222.5, ,,,,,108.1,222.5,,Septimius Severus to Trajan Decius,,,"Gazdac 2002, 550"
265,538,Strelcha,Strelcha,,Bulgaria,42.505708,24.320572,,238,96,,260,,96/117,238/60,,,,,11.6,23.9,ca.,,,,,,,,,,,,,,, ,"D, a: 86, 42",a,42,,D,86,,,,,128,,174.4,359, ,,,,,174.4,359,,,,,Bia. Bulg. 35 (1962): 233-7; Guest 1994
1456,159,Einsiedel,Einsiedel,Südwürttemberg,Germany,50.770319,12.977088,,222,,,238,,Repub.,222/38,1859,1859,,,80.7,206.3,ca.,,,,,,,,,,,,,,, ,"D, a: 863 (835)",a,,,D,,,,,,863,,1211.4,3097, ,,,,,1211.4,3097,,,found with pot,,"FMRD II/3, number3300; Guest 1994"
697,566,Timisoara,Timisoara,Timiş,Romania,45.755539,21.237499,,238,138,,260,,138/61,238/60,1958,1958,,,8.1,15.7,ca.,,,,,,,,,,,,,,, ,"D, a: 87 (48, 18)",a,,,D,,,,,,87,,121.1,235.2, ,,,,,121.1,235.2,,,,,"Dacia 22 (1978): 367; Guest 1994; Gazdac 2002, 485"
213,558,Tas Tepe,Tas Tepe,,Bulgaria,42.049583,26.633117,,238,69,,260,,69/96,238/60,,,,,7.4,15.2,ca.,,,,,,,,,,,,,,, ,"D, a: 88",a,,,D,,,,,,88,,111.7,227.8, ,,,,,111.7,227.8,,,,,Bsa. Bulg. I (1910): 227; Guest 1994
1791,784,Fineshade,Fineshade,Northantoniniani,Great Britain,52.571822,-0.563931,,260,193,,275,,193/211,260/75,1994,1994,,,12.1,40.6, ,,,,,,,,,,,,,,, ,"D, a: 89, 173",a,173,,D,89,,,,,262,,182.2,610.4, ,,,,,182.2,610.4,,Septimius Severus to Postumus,,,"CHRB X, 180-90"
420,606,Yakimovo II,Yakimovo,,Bulgaria,43.65,23.366667,,238,180,,260,,180/92,238/60,,,,,74.2,135.2,ca.,,,,,,,,,,,,,,, ,"D, a: 891",a,,,D,,,,,,891,,1114.8,2030.4, ,,,,,1114.8,2030.4,,,,,Bia. Bulg. 4 (1926): 321-6; Guest 1994
1866,647,Austerfield,Austerfield,Yorkshire,Great Britain,53.444333,-1.003329,,260,193,,275,,193/222,260/75,1963,1964,,1963/4,1.4,6.6,ca.,,,,,,,,,,,,,,, ,"D, a: 9, 33",a,33,,D,9,,,,,42,,20.5,98.7, ,,,,,20.5,98.7,,from Caracalla to Postumus,found during excavs. of a gravel pit in a pot,Doncaster Museum,"Dolly 1967-70a; Robertson 2000, number 494"
1444,980,Selsey II,Selsey,Sussex,Great Britain,50.730991,-0.793704,,260,193,,275,,193/222,260/75,1932,1932,,,15.6,172.6,ca.,,,,,,,,,,,,,,, ,"D, a: 9, 966",a,966,,D,9,,,,,975,,234.9,2591.9, ,,,,,234.9,2591.9,,Elagabalus to Quintillus/Victorinus,found in a pot during trenching,The British Museum; Brighton Museum,"Mattingly 1933; Besly & Bland 1983, 197; Robertson 2000, number 550"
349,355,Gušanci,Gušanci,Mihailovgrad,Bulgaria,43.296052,23.242482,,238,117,,260,,117/38,238/60,1950,1950,,,3.9,7.6,+,,,,,,,,,,,,,,, ,"D, a: 90 (36, 5)",a,,,D,,,,,,90,,58.1,114.2,+,,,,,58.1,114.2,,Hadrian to Gordian III,,,"Gazdac 2002, 538-9"
287,686,Brocanac,Brocanac,Niksic,Montenegro,42.758934,18.563583,,260,138,,275,,138/61,260/75,1953,1953,,,16.8,169.8,ca.,,,,,,,,,,,,,,, ,"D, a: 928 (925)",a,,,D,,,,,,928,,253,2549.5, ,,,,,253,2549.5,,,,,"Mirnik 1981, number 157; Guest 1994"
1000,204,Seewalchen,Seewalchen,Oberösterreich,Austria,47.95168,13.584161,,222,69,,238,,69/96,222/38,,,,,8.9,18.4,ca.,,,,,,,,,,,,,,, ,"D, a: 93, 1",a,1,,D,93,,,,,94,,134.1,276.7, ,,,,,134.1,276.7,,,,,"Dembski 1977, numberD9; Guest 1994"
344,452,Nikolaevo II,Nikolaevo,Pleven,Bulgaria,43.256062,24.603632,,238,69,,260,,69/96,238/60,1912,1912,,,77.8,183.2,ca.,,,,,,,,,,,,,,, ,"D, a: 933?",a,,,D,,,,,,933,?,1168,2750.9,ca.,,,,,1168,2750.9,,,,,"Guest 1994; Gazdac 2002, 540"
2045,554,Tapolca-Szentgyörgyhegy,Tapolca-Szentgyörgyhegy,Veszprém,Hungary,46.8827,17.44139,,238,198,,260,,198/217,238/60,1872,1872,,,7.9,16.2, ,,,,,,,,,,,,,,, ,"D, a: 94",a,,,D,,,,,,94,,118.9,243, ,,,,,118.9,243,,Caracalla to Valerian I,,,"Gazdac 2002, 508-9"
1740,623,Alcester II,Alcester,Warwickshire,Great Britain,52.215313,-1.867603,,260,98,,275,,98/117,260/75,1967,1967,,,1.6,19.6,ca.,,,,,,,,,,,,,,, ,"d, a: 95",a,,,D,,,,,,95,,24.7,293.8, ,51,,,,24.7,293.8,,from Trajan to Postumus,found with pottery fragments,Warwicks. County Musem,"Carson 1969a; Robertson 2000, number 493"
1767,321,Elveden,Elveden,Suffolk,Great Britain,52.385829,0.673223,,238,138,,260,,138/61,238/60,1953,1953,,,105.1,208,ca.,,,,,,,,,,,,,,, ,"D, a: 965, 181",a,181,,D,965,,,,,1146,,1578.6,3123, ,,,,,1578.6,3123,,from A. Pius to Philip II,found while digging for rabbits,The British Museum; Ashmolean; Mildenhall Museum; Lord Iveagh Estate,"Carson 1954; Robertson 2000, number  449"
380,399,Lazarovo,Lazarovo,Pleven,Bulgaria,43.419375,24.091141,,238,238,,260,,238/44,238/60,1952,1952,,,9.2,10.7, ,,,,,,,,,,,,,,, ,"D, a: c. 110",a,,,D,,,,,,110,ca.,137.5,160.6, ,,,,,137.5,160.6,,Gordian III to Trajan Decius,,,"Gazdac 2002, 547"
440,504,Russe (Sexaginta Prista),Russe (Sexaginta Prista),Russe diameter,Bulgaria,43.848801,25.955952,,238,98,,260,,98/117,238/60,1916,1916,,,133.5,311.4, ,,,,,,,,,,,,,,, ,"D, a: c. 1602",a,,,D,,,,,,1602,ca.,2004.2,4676.4, ,,,,,2004.2,4676.4,,Trajan to Trajan Decius,,,"Gazdac 2002, 548-9"
1156,903,Montherlant,Montherlant,L'Oise,France,49.277398,2.047671,,260,138,,275,,138/61,260/75,1803,1803,taq,,5.6,54.8, ,,,,,,,,,,,,,,, ,"D, a: c. 300",a,,,D,,,,,,300,ca.,83.5,822.5, ,1,,,,83.5,822.5,,A. Pius to Gallienus,,,"TAF VIII/2, 74"
402,281,Cestimenko,Cestimenko,Dobrich,Bulgaria,43.568962,27.827269,,238,180,,260,,180/92,238/60,1957,1957,,,32.9,59.9, ,,,,,,,,,,,,,,, ,"D, a: c. 395",a,,,D,,,,,,395,ca.,494.8,899.6, ,,,,,494.8,899.6,,Commodus to Trajan Decius,,,"Gazdac 2002, 546"
378,306,Dolni Dubnik,Dolni Dubnik,Pleven,Bulgaria,43.408555,24.442296,,238,198,,260,,198/217,238/60,1962,1962,,,41.7,86.6, ,,,,,,,,,,,,,,, ,"D, a: c. 500 (40)",a,,,D,,,,,,500,ca.,625.6,1298.7, ,,,,,625.6,1298.7,,Caracalla to Trajan Decius,,,"Gazdac 2002, 544"
855,518,Sîngeorgiu de Cîmpie,Sîngeorgiu de Cîmpie,Mures,Romania,46.723964,24.295706,,238,-27,,260,,27 BC - AD 14,238/60,1961,1961,taq,,4.9,13.5, ,,,,,,,,,,,,,,, ,"D, a: c. 57",a,,,D,,,,,,57,ca.,73.6,202.3, ,,,,,73.6,202.3,,Augustus to Volusian,,,"Gazdac 2002, 490-1"
609,259,Brǎdiceni,Brǎdiceni,Gorj,Romania,45.059124,23.077111,,238,193,,260,,193/222,238/60,1886,1886,,,67.9,141, ,,,,,,,,,,,,,,, ,"D, a: c. 815",a,,,D,,,,,,815,ca.,1019.3,2117.9, ,,,,,1019.3,2117.9,,Julia Domna to Philip I,,,"Gazdac 2002, 488"
1300,250,Bingen,Bingen,,Germany,49.966739,7.904596,,238,,,260,,Repub.,238/60,,,,,8.5,23.7,ca.,,,,,,,,,,,,,,, ,"D, a: c.100 (47, 28)",a,,,D,,,,,,100,ca.,127.3,356.7,ca.,,,,,127.3,356.7,,,,,FMRD IV/I: 1059; Guest 1994
